ID,Phylum,Class,Order,Family,Genus,Species,Similarity,Status,Flags
>otu1868,Arthropoda,Insecta,,,,,78.67,Published,2
>otu1869,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1870,Arthropoda,Arachnida,Araneae,,,,85.19,Published,2
>otu1871,Arthropoda,Insecta,Coleoptera,Cerambycidae,,,90.12,Early-Release,    3 4
>otu1873,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1874,Arthropoda,Insecta,Diptera,,,,87.65,Private,2
>otu1875,Arthropoda,Copepoda,Harpacticoida,,,,87.65,Published,2
>otu1876,Porifera,Demospongiae,,,,,78.67,Published,2
>otu1877,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1878,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1879,Mollusca,Gastropoda,,,,,77.78,Published,2
>otu1881,Chordata,Actinopterygii,,,,,82.72,Private,2
>otu1882,Arthropoda,Arachnida,Araneae,,,,89.74,Private,  2 3  
>otu1883,Nematoda,Chromadorea,Rhabditida,Rhabditidae,,,96.05,Published,       
>otu1886,Arthropoda,Copepoda,Harpacticoida,,,,85.06,Published,2
>otu1887,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1889,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1890,Arthropoda,Insecta,,,,,82.05,Published,2
>otu1891,Rhodophyta,Florideophyceae,Gigartinales,,,,88.75,Published,  2   4
>otu1892,Arthropoda,Insecta,Diptera,,,,86.42,Published,       
>otu1893,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1894,Proteobacteria,Alphaproteobacteria,,,,,79.77,Published,2
>otu1895,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1896,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1897,Arthropoda,Insecta,Diptera,,,,96.15,Published,4
>otu1898,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1899,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1900,Arthropoda,Insecta,Hymenoptera,Apidae,,,91.03,Private,  2 3 4
>otu1901,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1902,Rhodophyta,Florideophyceae,,,,,80,Published,2
>otu1903,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1904,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1906,Porifera,Demospongiae,,,,,81.48,Published,2
>otu1907,Arthropoda,Arachnida,,,,,81.48,Published,2
>otu1908,Heterokontophyta,Oomycota,,,,,84.17,Published,       
>otu1909,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1910,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1911,Arthropoda,Malacostraca,,,,,80.77,Published,2
>otu1913,Proteobacteria,Alphaproteobacteria,,,,,79.53,Published,       
>otu1914,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,,88.62,Published,       
>otu1915,Rhodophyta,Florideophyceae,,,,,80.95,Published,       
>otu1916,Arthropoda,Insecta,Diptera,,,,88.46,Published,2
>otu1917,Arthropoda,Arachnida,Araneae,Araneidae,Gibbaranea,gibbosa,100,Private,       
>otu1919,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1920,Heterokontophyta,Oomycota,,,,,81.11,Private,  2 3  
>otu1921,Rhodophyta,Florideophyceae,,,,,80.12,Early-Release,2
>otu1922,Arthropoda,Insecta,Coleoptera,Curculionidae,,,94.05,Private,    3 4
>otu1923,Arthropoda,Insecta,,,,,80.95,Published,2
>otu1924,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1925,Proteobacteria,Alphaproteobacteria,,,,,69.66,Published,2
>otu1926,Arthropoda,Arachnida,Araneae,,,,85.9,Published,2
>otu1927,Porifera,Demospongiae,,,,,81.67,Published,       
>otu1928,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1929,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1930,Arthropoda,Insecta,,,,,82.76,Published,1
>otu1931,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1932,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1933,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1934,Arthropoda,Malacostraca,,,,,79.49,Private,  2 3  
>otu1935,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1936,Arthropoda,Copepoda,Harpacticoida,,,,86.42,Published,  2   4
>otu1937,Arthropoda,Insecta,,,,,80.77,Published,2
>otu1938,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1939,Arthropoda,Arachnida,Araneae,,,,85.06,Private,    3 4
>otu1940,Arthropoda,Insecta,,,,,83.33,Private,3
>otu1941,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1942,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1943,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1944,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1945,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1946,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1947,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1948,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1949,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1950,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1951,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1952,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1953,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1954,Arthropoda,Insecta,,,,,80,Published,1 2    
>otu1955,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1956,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1957,Arthropoda,Insecta,Diptera,Ceratopogonidae,,,91.03,Published,  2   4
>otu1958,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1959,Arthropoda,Malacostraca,,,,,80,Private,  2 3  
>otu1960,Proteobacteria,Alphaproteobacteria,,,,,80,Published,2
>otu1961,Arthropoda,Malacostraca,,,,,84,Private,  2 3  
>otu1962,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1963,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1964,Arthropoda,Chilopoda,Lithobiomorpha,,,,85.19,Private,  2 3 4
>otu1965,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1966,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1967,Mollusca,Bivalvia,,,,,80.77,Published,2
>otu1968,Arthropoda,Insecta,,,,,79.49,Published,2
>otu1969,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1970,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1971,Mollusca,Gastropoda,Stylommatophora,Agriolimacidae,Deroceras,panormitanum,100,Published,2
>otu1973,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1974,Arthropoda,Insecta,Diptera,,,,85.19,Private,  2 3  
>otu1975,Arthropoda,Insecta,Hemiptera,,,,87.04,Private,    3 4
>otu1976,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1977,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1978,Arthropoda,Insecta,Hemiptera,,,,89.7,Private,  2 3 4
>otu1980,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1981,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1982,Arthropoda,Insecta,Hemiptera,,,,99.42,Private,    3 4
>otu1983,Nemertea,Hoplonemertea,,,,,82.14,Published,2
>otu1984,Nematoda,Chromadorea,Rhabditida,Steinernematidae,,,90.48,Published,4
>otu1985,Arthropoda,Arachnida,Araneae,,,,88.46,Private,  2 3  
>otu1986,Arthropoda,Arachnida,Mesostigmata,,,,85.9,Published,2
>otu1987,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1988,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1989,Arthropoda,Arachnida,,,,,80,Published,2
>otu1990,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,,,92.53,Private,    3 4
>otu1991,Arthropoda,Insecta,Diptera,,,,85.9,Private,       
>otu1992,Rhodophyta,Florideophyceae,Rhodymeniales,Rhodymeniaceae,,,90.12,Private,    3 4
>otu1993,Arthropoda,Malacostraca,Amphipoda,,,,85.06,Private,  2 3  
>otu1994,Arthropoda,Arachnida,,,,,80.87,Published,2
>otu1995,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1996,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1997,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1998,Rhodophyta,Florideophyceae,,,,,80.34,Private,  2 3  
>otu1999,Ochrophyta,Phaeophyceae,Dictyotales,,,,85.71,Private,  2 3 4
>otu2000,Arthropoda,Insecta,,,,,50,Private,1 2    
>otu2001,Arthropoda,Insecta,Diptera,,,,89.66,Private,2
>otu2002,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2003,Heterokontophyta,Oomycota,,,,,83.33,Published,2
>otu2004,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2005,Proteobacteria,Alphaproteobacteria,,,,,75.33,Published,2
>otu2006,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2007,Arthropoda,Arachnida,Araneae,Ctenidae,Acanthoctenus,,95.06,Published,4
>otu2008,Cnidaria,Scyphozoa,,,,,82.14,Published,2
>otu2010,Arthropoda,Insecta,,,,,78.67,Private,  2 3  
>otu2011,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2012,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2013,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,,,91.38,Published,4
>otu2015,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2016,Arthropoda,Branchiopoda,,,,,80,Published,2
>otu2018,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2019,Arthropoda,Copepoda,Harpacticoida,Phyllognathopodidae,Phyllognathopus,viguieri,100,Published,       
>otu2020,Arthropoda,Insecta,,,,,50,Private,1 2    
>otu2021,Arthropoda,Insecta,,,,,50,Private,1 2    
>otu2022,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2023,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2024,Arthropoda,Insecta,Diptera,,,,85.71,Private,3
>otu2026,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2027,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2029,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2030,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2031,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2032,Arthropoda,Malacostraca,Decapoda,,,,88.1,Private,3
>otu2033,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2034,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2036,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2037,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2038,Arthropoda,Arachnida,Trombidiformes,Tydeidae,,,99.43,Published,1 2    
>otu2039,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2040,Arthropoda,Insecta,Lepidoptera,,,,88.75,Private,    3 4
>otu2041,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2042,Arthropoda,Arachnida,,,,,82.76,Private,  2 3  
>otu2043,Rhodophyta,Florideophyceae,,,,,79.49,Published,2
>otu2044,Arthropoda,Insecta,Hemiptera,,,,90.91,Private,    3 4
>otu2045,Arthropoda,Insecta,Lepidoptera,,,,89.61,Private,    3 4
>otu2046,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2047,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2048,Arthropoda,Diplopoda,Polydesmida,Polydesmidae,Polydesmus,coriaceus,98.31,Private,3
>otu2049,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2050,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2051,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2052,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2053,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2054,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2055,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2056,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2057,Rhodophyta,Florideophyceae,Gelidiales,,,,86.67,Published,2
>otu2058,Tardigrada,Eutardigrada,Parachaela,Hypsibiidae,Hypsibius,dujardini,100,Published,4
>otu2059,Arthropoda,Insecta,,,,,82.67,Published,2
>otu2060,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2061,Rhodophyta,Florideophyceae,Ceramiales,,,,85.06,Published,4
>otu2063,Arthropoda,Thecostraca,,,,,84.62,Published,2
>otu2064,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2065,Arthropoda,Malacostraca,,,,,82.05,Private,  2 3  
>otu2066,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2067,Arthropoda,Insecta,Diptera,,,,85.19,Published,       
>otu2068,Arthropoda,Insecta,Dermaptera,Forficulidae,Mesochelidura,occidentalis,100,Published,4
>otu2069,Ascomycota,Sordariomycetes,,,,,80,Private,2
>otu2070,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Phaneroptera,nana,98.28,Early-Release,3
>otu2071,Arthropoda,Arachnida,Trombidiformes,,,,88.51,Published,       
>otu2072,Rhodophyta,Florideophyceae,Gracilariales,,,,86.18,Published,2
>otu2073,Nematoda,Chromadorea,Rhabditida,,,,87.88,Published,2
>otu2074,Rhodophyta,Florideophyceae,,,,,81.11,Published,2
>otu2076,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2077,Arthropoda,Malacostraca,Isopoda,Porcellionidae,Porcellio,,96.67,Published,2
>otu2078,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2079,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2080,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2082,Basidiomycota,Agaricomycetes,,,,,84.31,Published,2
>otu2083,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2085,Arthropoda,Insecta,Diptera,,,,87.36,Private,2
>otu2086,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2087,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2088,Proteobacteria,Alphaproteobacteria,,,,,72.62,Published,2
>otu2089,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2090,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2091,Arthropoda,Arachnida,,,,,81.25,Published,2
>otu2092,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2094,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2095,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2096,Zygomycota,,,,,,95.98,Private,3
>otu2097,Arthropoda,Insecta,Diptera,,,,87.65,Private,2
>otu2098,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2099,Arthropoda,Insecta,Hymenoptera,,,,87.65,Private,    3 4
>otu2100,Arthropoda,Insecta,Diptera,,,,88,Published,       
>otu2101,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2102,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2103,Arthropoda,Insecta,Lepidoptera,Noctuidae,Ochropleura,leucogaster,100,Early-Release,2
>otu2104,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2105,Arthropoda,Arachnida,Araneae,,,,85.71,Published,4
>otu2106,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2107,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2108,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2109,Arthropoda,Malacostraca,,,,,83.33,Published,2
>otu2110,Arthropoda,Insecta,Hymenoptera,,,,89.74,Private,    3 4
>otu2111,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2112,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2113,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2114,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2115,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2116,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2117,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2118,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2119,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2120,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2121,Arthropoda,Arachnida,Sarcoptiformes,Oribatulidae,,,90.8,Private,3
>otu2122,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2124,Basidiomycota,Exobasidiomycetes,,,,,79.17,Private,  2 3  
>otu2125,Arthropoda,Insecta,Diptera,Syrphidae,Spilomyia,,97.2,Published,  2 3  
>otu2126,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2128,Arthropoda,Copepoda,,,,,76.54,Published,2
>otu2129,Arthropoda,Insecta,Diptera,,,,87.65,Private,1 2    
>otu2130,Arthropoda,Collembola,Entomobryomorpha,Entomobryidae,Entomobrya,intermedia,100,Published,       
>otu2131,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2132,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2135,Arthropoda,Copepoda,,,,,76.92,Published,2
>otu2136,Nematoda,Chromadorea,Rhabditida,,,,86.21,Private,  2 3  
>otu2138,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2139,Arthropoda,Malacostraca,Amphipoda,,,,88.46,Private,  2 3  
>otu2140,Cnidaria,Scyphozoa,,,,,79.49,Published,2
>otu2141,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2142,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2143,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2144,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2145,Arthropoda,Insecta,Diptera,,,,85.9,Private,2
>otu2146,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2147,Chordata,Amphibia,,,,,74.07,Published,2
>otu2149,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2150,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2151,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2153,Chordata,Elasmobranchii,Carcharhiniformes,,,,87.18,Private,  2 3 4
>otu2154,Nematoda,Chromadorea,Strongylida,Strongylidae,,,91.03,Published,       
>otu2155,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Phyllotreta,consobrina,100,Private,       
>otu2156,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2157,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2158,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2159,Arthropoda,Thecostraca,,,,,84.62,Published,2
>otu2160,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2161,Rotifera,Bdelloidea,Adinetida,Adinetidae,Adineta,vaga,98.77,Private,       
>otu2162,Porifera,Calcarea,,,,,81.2,Private,  2 3  
>otu2163,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2165,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2166,Arthropoda,Branchiopoda,Anomopoda,,,,85.33,Published,4
>otu2167,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2168,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2169,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2170,Arthropoda,Arachnida,Araneae,,,,85.56,Published,2
>otu2171,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2172,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2173,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2174,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2176,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2179,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2180,Arthropoda,Insecta,,,,,79.49,Private,2
>otu2181,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2182,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2183,Arthropoda,Insecta,,,,,83.75,Private,  2 3  
>otu2184,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2185,Arthropoda,Insecta,Lepidoptera,Tortricidae,Gypsonoma,aceriana,100,Private,2
>otu2186,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2187,Arthropoda,Insecta,,,,,80.46,Published,2
>otu2188,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2189,Arthropoda,Insecta,Hymenoptera,,,,87.18,Published,       
>otu2190,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,,,90.23,Private,    3 4
>otu2192,Arthropoda,Insecta,,,,,80,Private,  2 3  
>otu2194,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2195,Rhodophyta,Florideophyceae,,,,,79.65,Published,2
>otu2196,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2197,Rhodophyta,Florideophyceae,Halymeniales,,,,85.06,Private,  2 3 4
>otu2198,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2199,Proteobacteria,Alphaproteobacteria,,,,,81.01,Published,       
>otu2200,Arthropoda,Insecta,Diptera,,,,85.71,Private,2
>otu2201,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2203,Proteobacteria,Alphaproteobacteria,,,,,77.91,Published,       
>otu2204,Bryozoa,Gymnolaemata,Cheilostomatida,,,,85.9,Published,  2   4
>otu2205,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2207,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2209,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2211,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2212,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2213,Arthropoda,Insecta,Hemiptera,,,,88.51,Private,  2 3 4
>otu2214,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2215,Onychophora,Udeonychophora,Euonychophora,,,,85.19,Published,2
>otu2216,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2217,Heterokontophyta,Oomycota,,,,,81.58,Published,2
>otu2218,Arthropoda,Copepoda,,,,,82.72,Published,2
>otu2219,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2220,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2221,Mollusca,Polyplacophora,,,,,82.67,Published,2
>otu2222,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2223,Arthropoda,Arachnida,,,,,80.95,Published,2
>otu2225,Proteobacteria,Alphaproteobacteria,,,,,75.86,Published,       
>otu2226,Proteobacteria,Alphaproteobacteria,,,,,77.58,Published,       
>otu2227,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2228,Porifera,Demospongiae,,,,,78.67,Published,2
>otu2229,Ascomycota,Sordariomycetes,Hypocreales,,,,89.11,Published,2
>otu2230,Arthropoda,Arachnida,Sarcoptiformes,,,,87.18,Published,       
>otu2231,Rhodophyta,Florideophyceae,Gelidiales,,,,85.06,Published,2
>otu2232,Arthropoda,Arachnida,,,,,79.76,Published,2
>otu2233,Arthropoda,Insecta,Hemiptera,Aphididae,Hysteroneura,setariae,100,Private,1
>otu2234,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2235,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2236,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2238,Arthropoda,Branchiopoda,,,,,81.9,Published,2
>otu2239,Proteobacteria,Alphaproteobacteria,,,,,66.18,Published,2
>otu2240,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2241,Arthropoda,Arachnida,Araneae,Anyphaenidae,,,95.06,Published,2
>otu2242,Arthropoda,Malacostraca,,,,,82.72,Published,2
>otu2243,Basidiomycota,,,,,,95.91,Private,3
>otu2244,Arthropoda,Insecta,Hemiptera,Rhyparochromidae,,,90.12,Published,1     4
>otu2246,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2247,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2248,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2249,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2250,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2251,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2252,Arthropoda,Arachnida,Trombidiformes,Stigmaeidae,,,92.26,Published,1
>otu2253,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2254,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2256,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,,86.67,Published,4
>otu2257,Arthropoda,Insecta,Diptera,Psychodidae,,,91.03,Published,2
>otu2258,Arthropoda,Thecostraca,,,,,72,Published,2
>otu2259,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2260,Proteobacteria,Alphaproteobacteria,,,,,78.7,Published,       
>otu2262,Arthropoda,Insecta,Coleoptera,Curculionidae,,,92.98,Private,    3 4
>otu2264,Chordata,Elasmobranchii,Carcharhiniformes,,,,88.89,Published,2
>otu2265,Arthropoda,Insecta,,,,,80.77,Private,  2 3  
>otu2266,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2267,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2268,Arthropoda,Insecta,,,,,82.72,Private,  2 3  
>otu2269,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2270,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2271,Arthropoda,Insecta,Diptera,,,,85.19,Private,    3 4
>otu2272,Mollusca,Gastropoda,,,,,76.92,Published,2
>otu2273,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2274,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2275,Rhodophyta,Florideophyceae,Ceramiales,,,,86.25,Early-Release,  2 3 4
>otu2276,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2277,Nematoda,Chromadorea,,,,,81.4,Published,2
>otu2278,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2279,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2280,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2281,Arthropoda,Insecta,Archaeognatha,,,,85.19,Published,2
>otu2283,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2284,Arthropoda,Arachnida,,,,,82.72,Published,2
>otu2285,Proteobacteria,Alphaproteobacteria,,,,,73.1,Published,2
>otu2286,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2288,Chordata,Actinopterygii,,,,,79.49,Published,2
>otu2289,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2290,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2291,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2293,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2294,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2295,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2296,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2297,Arthropoda,Malacostraca,Decapoda,,,,87.18,Published,4
>otu2299,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2301,Arthropoda,Copepoda,Harpacticoida,,,,85.19,Published,2
>otu2302,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu2303,Arthropoda,Arachnida,,,,,83.95,Published,2
>otu2304,Rhodophyta,Florideophyceae,,,,,82.76,Published,2
>otu2305,Proteobacteria,Alphaproteobacteria,,,,,71.07,Published,2
>otu2307,No Match,No Match,No Match,No Match,No Match,No Match,,,
